Year,Type,Country,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,latitude,longitude
1960,Unprovoked,BERMUDA,Paget,Free diving but treading water at surface,M,25,Foot bitten,N,Dusky    ,32.321384,-64.75737
1964,Sea Disaster,BERMUDA,Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),NA,NA,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y,NA,32.321384,-64.75737
1965,Boat,BERMUDA,Hamilton,NA,NA,NA,"No injury to occupant, shark bit boat",N,NA,32.321384,-64.75737
1967,Unprovoked,BERMUDA,Hamilton,Floating,F,19,Right foot abraded & lacerated,N,NA,32.321384,-64.75737
1980,Unprovoked,BRAZIL,Pernambuco,Swimming,M,16,FATAL,Y,NA,-14.235004,-51.92528
1980,Unprovoked,BRAZIL,Rio de Janeiro,Swimming,M,NA,Right leg bitten,N,NA,-14.235004,-51.92528
1981,Unprovoked,BRAZIL,Rio de Janeiro,Diving,NA,NA,NA,NA,White,-14.235004,-51.92528
1981,Unprovoked,BRAZIL,Rio de Janeiro,Spearfishing,NA,NA,Left arm lacerated,N,NA,-14.235004,-51.92528
1991,Provoked,BRAZIL,Pernambuco,Fishing,NA,NA,2 fingers severed by netted shark PROVOKED INCIDENT,N,NA,-14.235004,-51.92528
1992,Unprovoked,BRAZIL,Recife,Boogie boarding,NA,NA,Legs bitten,N,NA,-14.235004,-51.92528
1992,Unprovoked,BRAZIL,Pernambuco,Body boarding,M,NA,Left leg severely bitten,N,NA,-14.235004,-51.92528
1992,Unprovoked,BRAZIL,Pernambuco,Swimming,M,NA,FATAL,Y,NA,-14.235004,-51.92528
1992,Unprovoked,BRAZIL,Recife,Surfing,M,NA,Arm bitten,N,NA,-14.235004,-51.92528
1992,Unprovoked,BRAZIL,Recife,Surfing,M,NA,"Lower leg bitten, surgically amputated",N,NA,-14.235004,-51.92528
1992,Unprovoked,BRAZIL,Pernambuco,Swimming,M,NA,FATAL,Y,NA,-14.235004,-51.92528
1993,Unprovoked,BRAZIL,Pernambuco,Swimming,M,NA,FATAL,Y,NA,-14.235004,-51.92528
1993,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Survived,N,NA,-14.235004,-51.92528
1993,Unprovoked,BRAZIL,Pernambuco,Body boarding,M,15,Left leg bitten,N,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Survived,N,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Right thigh bitten,N,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,FATAL,Y,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Surfing,NA,NA,Survived,N,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Survived,N,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,15,Left foot severed,N,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Swimming,M,NA,FATAL,Y,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Survived,N,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Surfing,M,25,Leg bitten,N,NA,-14.235004,-51.92528
1994,Unprovoked,BRAZIL,Pernambuco,Swimming,M,NA,Right leg bitten,N,NA,-14.235004,-51.92528
1995,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Survived,N,NA,-14.235004,-51.92528
1995,Unprovoked,BRAZIL,Pernambuco,Surfing,M,18,"Arm bitten, FATAL",Y,NA,-14.235004,-51.92528
1995,Unprovoked,BRAZIL,Recife,Swimming,NA,NA,FATAL,Y,NA,-14.235004,-51.92528
1995,Unprovoked,BRAZIL,Pernambuco,Surfing,M,17,Foot bitten,N,NA,-14.235004,-51.92528
1996,Unprovoked,BRAZIL,Pernambuco,Surfing,NA,NA,Leg bitten,N,NA,-14.235004,-51.92528
1996,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Survived,N,NA,-14.235004,-51.92528
1996,Unprovoked,BRAZIL,Pernambuco,NA,NA,NA,Survived,N,NA,-14.235004,-51.92528
1996,Unprovoked,BRAZIL,Pernambuco,Swimming,M,NA,FATAL,Y,NA,-14.235004,-51.92528
1997,Unprovoked,BRAZIL,Pernambuco,Swimming,M,20,FATAL,Y,NA,-14.235004,-51.92528
1997,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Survived,N,NA,-14.235004,-51.92528
1997,Unprovoked,BRAZIL,Pernambuco,Surfing,NA,NA,Right thigh bitten,N,NA,-14.235004,-51.92528
1997,Unprovoked,BRAZIL,Rio de Janeiro,Bathing,M,NA,NA,NA,NA,-14.235004,-51.92528
1997,Unprovoked,BRAZIL,Rio de Janeiro,Windsurfing,M,22,Lower left leg & ankle bitten,N,White,-14.235004,-51.92528
1998,Unprovoked,BRAZIL,Pernambuco,Surfing,M,22,"FATAL, left forearm severed  ",Y,White,-14.235004,-51.92528
1998,Unprovoked,BRAZIL,Pernambuco,Surfing,M,17,Right leg bitten,N,NA,-14.235004,-51.92528
1998,Unprovoked,BRAZIL,Pernambuco,Surfing,M,NA,Lacerations to left foot,N,NA,-14.235004,-51.92528
1998,Unprovoked,BRAZIL,Pernambuco,Swimming ,M,NA,FATAL,Y,NA,-14.235004,-51.92528
1999,Unprovoked,BRAZIL,Pernambuco,Surfing,M,18,"Leg bitten, surgically amputated",N,White,-14.235004,-51.92528
1999,Unprovoked,BRAZIL,Rio de Janeiro,"Spearfishing, but swimming at surface",M,39,Upper right thigh bitten,N,NA,-14.235004,-51.92528
1999,Unprovoked,BRAZIL,Pernambuco,Surfing,M,21,Leg & hands bitten,N,Tiger   ,-14.235004,-51.92528
1999,Provoked,BRAZIL,Rio Grande de Norte,Scientific research (Dr. Sonny Gruber's student),M,NA,Grabbed small shark & it bit him  PROVOKED INCIDENT,N,NA,-14.235004,-51.92528
2001,Unprovoked,BRAZIL,Rio Grande de Norte,Batin,F,12,Left thigh bitten,N,NA,-14.235004,-51.92528
2001,Unprovoked,BRAZIL,Pernambuco,Swimming,M,20,FATAL,Y,NA,-14.235004,-51.92528
2002,Unprovoked,BRAZIL,Pernambuco,Surfing,M,19,FATAL,Y,NA,-14.235004,-51.92528
2002,Unprovoked,BRAZIL,Pernambuco,Swimming,M,36,"FATAL, body not recovered",Y,Bull   ,-14.235004,-51.92528
2002,Unprovoked,BRAZIL,Pernambuco,Swimming,M,19,"Left thigh bitten, leg surgically amputated",N,Bull   ,-14.235004,-51.92528
2002,Unprovoked,BRAZIL,Pernambuco,Surfing,M,22,Right hand severed,N,Bull   ,-14.235004,-51.92528
2002,Unprovoked,BRAZIL,Pernambuco,Surfing,M,40,Leg injured,N,NA,-14.235004,-51.92528
2002,Unprovoked,BRAZIL,Pernambuco,Swimming,M,16,"Severe kacerations, FATAL",Y,NA,-14.235004,-51.92528
2002,Unprovoked,BRAZIL,Pernambuco,Swimming,NA,NA,FATAL,Y,NA,-14.235004,-51.92528
2003,Unprovoked,BRAZIL,Pernambuco,NA,M,NA,FATAL,Y,NA,-14.235004,-51.92528
2003,Provoked,BRAZIL,Rio de Janeiro,Killing  sharks,M,NA,Shallow  lacerations to left  thigh PROVOKED INCIDENT,N,NA,-14.235004,-51.92528
2003,Unprovoked,BRAZIL,Rio de Janeiro,Swimming ,M,16,Bitten on finger,N,NA,-14.235004,-51.92528
2003,Unprovoked,BRAZIL,Pernambuco,Surfing,M,17,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",N,Bull   ,-14.235004,-51.92528
2003,Unprovoked,BRAZIL,Rio de Janeiro,Swimming,M,7,Right hand lacerated,N,NA,-14.235004,-51.92528
2004,Unprovoked,BRAZIL,Pernambuco,Swimming,NA,NA,FATAL,Y,NA,-14.235004,-51.92528
2004,Unprovoked,BRAZIL,Pernambuco,Bathing,M,24,Calf bitten & both hands injured,N,Tiger   ,-14.235004,-51.92528
2004,Unprovoked,BRAZIL,Pernambuco,Swimming,M,17,"Left hand, foot severed &  left calf & arm bitten",N,Bull   ,-14.235004,-51.92528
2004,Unprovoked,BRAZIL,Pernambuco,Wading,F,24,Hips & thighs bitten,N,NA,-14.235004,-51.92528
2004,Unprovoked,BRAZIL,Pernambuco,Swimming,M,22,FATAL,Y,NA,-14.235004,-51.92528
2004,Unprovoked,BRAZIL,Pernambuco,Body boarding,M,22,"Lower left leg bitten, surgically amputated",N,Bull   ,-14.235004,-51.92528
2004,Unprovoked,BRAZIL,Pernambuco,Swimming,M,29,"FATAL, right thigh & hip bitten   ",Y,NA,-14.235004,-51.92528
2005,Unprovoked,BRAZIL,Bahia,Surfing,M,12,Right thigh & ankle injured,N,NA,-14.235004,-51.92528
2006,Unprovoked,BRAZIL,Pernambuco,NA,M,NA,FATAL,Y,Bull   ,-14.235004,-51.92528
2006,Unprovoked,BRAZIL,Pernambuco,Body boarding,M,27,Left thigh bitten FATAL,Y,NA,-14.235004,-51.92528
2006,Unprovoked,BRAZIL,Pernambuco,Surfing,M,33,"Injuries to left thigh, calf & foot",N,NA,-14.235004,-51.92528
2006,Unprovoked,BRAZIL,Pernambuco,Swimming,M,35,Left leg bitten,N,Tiger   ,-14.235004,-51.92528
2007,Unprovoked,BRAZIL,Pernambuco,Removing fish from a trap,M,28,20 cm injury to left foot,N,NA,-14.235004,-51.92528
2008,Unprovoked,BRAZIL,Bahia,Surfing,M,NA,"No injury, board bitten",N,NA,-14.235004,-51.92528
2008,Unprovoked,BRAZIL,Pernambuco,Surfing,M,14,Laceration to left leg & foot,N,NA,-14.235004,-51.92528
2008,Unprovoked,BRAZIL,Pernambuco,Swimming,M,14,"Hand severed, buttocks bitten",N,Bull   ,-14.235004,-51.92528
2009,Provoked,BRAZIL,Pernambuco,NA,M,34,Cause of death was drowning; his remains were scavenged by sharks,Y,NA,-14.235004,-51.92528
2009,Unprovoked,BRAZIL,Pernambuco,"Swimming, attempting to rescue a girl  believed to be drowning",M,15,FATAL,Y,NA,-14.235004,-51.92528
2010,Unprovoked,BRAZIL,Rio Grande Do Sul,Surfing,M,29,Foot bitten,N,Hammerhead,-14.235004,-51.92528
2011,Unprovoked,BRAZIL,Pernambuco,Surfing,M,35,Legs bitten,N,NA,-14.235004,-51.92528
2011,Unprovoked,BRAZIL,Pernambuco,Surfing,M,21,Lacerations to right thigh,N,NA,-14.235004,-51.92528
2012,Unprovoked,BRAZIL,Pernambuco,Swimming,M,18,FATAL,Y,NA,-14.235004,-51.92528
2013,Unprovoked,BRAZIL,Pernambuco,Swimming,F,18,FATAL,Y,NA,-14.235004,-51.92528
2013,Unprovoked,BRAZIL,Pernambuco,NA,M,41,FATAL,Y,NA,-14.235004,-51.92528
2015,Unprovoked,BRAZIL,Pernambuco,Scuba diving,M,32,Right hand & part of forearm removed,N,Tiger   ,-14.235004,-51.92528
2016,Unprovoked,BRAZIL,Santa Catarina State,Swimming,M,41,Minor injury to head,N,Sandtiger,-14.235004,-51.92528
2017,Provoked,BRAZIL,Pernambuco,Grabbing shark for a selfie,F,NA,"Minor injury to finger, PROVOKED INCIDENT",N,Lemon,-14.235004,-51.92528
2017,Sea Disaster,BRAZIL,Porto Seguro,Italian liner Principessa Mafalda sank,NA,NA,"Of 1256 on board, 295 perished, some were taken by sharks",Y,NA,-14.235004,-51.92528
1971,Unprovoked,BRITISH VIRGIN ISLANDS,South Devon,Scuba diving,M,32,"No injury, said to have been attacked by shark but drove it away with a lobster hook",N,Porbeagle  ,18.420695,-64.639968
2000,Unprovoked,CANADA,New Brunswick,Diving for sea urchins,M,30,No injury,N,Porbeagle  ,56.130366,-106.346771
2015,Unprovoked,CANADA,Vancouver,"Diving, repairing water main at depth of 90'",M,NA,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N,NA,56.130366,-106.346771
1980,Unprovoked,CHILE,Los Vilos,Hookah Diving,M,NA,FATAL  ,Y,White,-35.675147,-71.542969
1981,Unprovoked,CHILE,Coquimbo,Free diving Spearfishing,M,NA,Foot & ankle bitten,N,White,-35.675147,-71.542969
1988,Unprovoked,CHILE,Valpariso Province,Skindiving,M,NA,FATAL,Y,White,-35.675147,-71.542969
2012,Provoked,CHILE,Antofagasta Province,Fishing (illegally),M,NA,Hand injured PROVOKED INCIDENT,N,NA,-35.675147,-71.542969
2005,Provoked,CHINA,Shanghai,Scuba diving in aquarium tank,M,24,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N,NA,35.86166,104.195397
2016,Unprovoked,CHINA,Hong Kong,Swimming,M,72,Lacerations to leg,N,NA,35.86166,104.195397
1961,Unprovoked,COLUMBIA,Roncador Bank,Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,NA,Leg bitten,N,NA,4.570868,-74.297333
1968,Unprovoked,COLUMBIA,Magdalena Department,Dynamite fishing,M,18,Lacerations to head,N,NA,4.570868,-74.297333
2011,Unprovoked,COLUMBIA,Sucre,Kayaking,M,17,"Right arm bitten, defense wounds to left hand",N,NA,4.570868,-74.297333
2011,Unprovoked,COLUMBIA,San Andres archipelago,Spearfishing,M,24,Injuries to right hand and forearm,N,NA,4.570868,-74.297333
2016,Unprovoked,COLUMBIA,Isla Provedencia,Scuba Diving,M,59,Severe bite to right hand,N,Caribbean reef,4.570868,-74.297333
1964,Unprovoked,COSTA RICA,Puntarenas Province,Swimming,M,NA,"FATAL, right arm & left thigh bitten ",Y,NA,9.748917,-83.753428
1968,Unprovoked,COSTA RICA,Limon,Swimming after his canoe capsized,M,NA,FATAL,Y,NA,9.748917,-83.753428
2002,Unprovoked,COSTA RICA,Guanacaste,Surfing,M,NA,Toothmarks in board & his swim trunks,N,Bull   ,9.748917,-83.753428
2003,Unprovoked,COSTA RICA,North Pacific coast,Surfing,M,NA,Lower right leg lacerated,N,Bull   ,9.748917,-83.753428
2011,Unprovoked,COSTA RICA,Guanacaste,Surfing,M,15,FATAL,Y,NA,9.748917,-83.753428
1961,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming,M,19,"FATAL, hand severed & legs bitten  ",Y,White,45.1,15.2
1966,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming,M,33,FATAL,Y,White,45.1,15.2
1970,Unprovoked,CROATIA,Zadar County,Spearfishing,M,NA,No details,NA,White,45.1,15.2
1971,Unprovoked,CROATIA,Istria County,Swimming,M,34,FATAL,Y,White,45.1,15.2
1974,Unprovoked,CROATIA,Split-Dalmatia County,NA,M,21,Foot severed FATAL,Y,White,45.1,15.2
1974,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,NA,NA,NA,FATAL,Y,NA,45.1,15.2
2008,Unprovoked,CROATIA,Split-Dalmatia County,Spearfishing,M,43,Calf bitten,N,White,45.1,15.2
2001,Unprovoked,CUBA,Holquin Province,Swimming,F,55,Left arm bitten,N,NA,21.521757,-77.781167
2004,Unprovoked,CUBA,Camaguey Province,Diving,M,40,Left forearm bitten,N,Bull   ,21.521757,-77.781167
2005,Unprovoked,CUBA,Santiago de Cuba Province,Swimming,M,19,Left foot severed,N,NA,21.521757,-77.781167
2009,Unprovoked,CUBA,Guantanamo Province,Spearfishing,M,15,Severe lacerations to lower left leg,N,Bull   ,21.521757,-77.781167
2009,Unprovoked,CUBA,Guantanamo Province,Spearfishing,NA,NA,Lacerations to right calf,N,Bull   ,21.521757,-77.781167
2019,Unprovoked,CUBA,Cienfuegos Province,Fishing,M,NA,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,NA,21.521757,-77.781167
1963,Unprovoked,DJIBOUTI,Gulf of Tadjoura,A dhow capsized,NA,NA,FATAL,Y,NA,11.825138,42.590275
1963,Unprovoked,DOMINICAN REPUBLIC,Santo Domingo,"Swimming, when caught in heavy seas",M,23,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y,NA,18.735693,-70.162651
1987,Sea Disaster,DOMINICAN REPUBLIC,Santo Domingo,"Vessel caught fire & capsized, survivors in the water",NA,NA,"Of 160 people on board, >100 missing",Y,NA,18.735693,-70.162651
1996,Sea Disaster,DOMINICAN REPUBLIC,Dominican Republic,Boeing 757 enroute from Porta Plata plunged into the sea,NA,NA,"106 bodies were recovered, some had been bitten by sharks",Y,NA,18.735693,-70.162651
2011,Provoked,DOMINICAN REPUBLIC,Samana Province,Fishing,M,48,Severe injuries to left arm PROVOKED INCIDENT,N,NA,18.735693,-70.162651
2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Wading,F,NA,Avulsion injury to lower leg,N,NA,18.735693,-70.162651
2007,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,24,Lacerations & puncture wounds  to left thigh,N,NA,-1.831239,-78.183406
2008,Unprovoked,ECUADOR,Galapagos Islands,NA,F,NA,Leg bitten,N,NA,-1.831239,-78.183406
2009,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,22,Right lower leg bitten & defense wounds to hand,N,NA,-1.831239,-78.183406
2011,Unprovoked,ECUADOR,Santa Elena,Surfing,M,23,Lacerations to left thigh and calf,N,NA,-1.831239,-78.183406
2013,Unprovoked,ECUADOR,Santa Cruz Island,Surfing,M,29,Superficial injury to left calf,N,Galapagos ,-1.831239,-78.183406
2015,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,M,55,Lacerations to left calf,N,Galapagos ,-1.831239,-78.183406
1960,Sea Disaster,EGYPT,Suez,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,M,NA,"Sharks attacked sailors in the water, several survivors picked up",Y,NA,26.820553,30.802498
1965,Unprovoked,EGYPT,East of the Gulf of Aqaba,Standing in waist-deep water,M,NA,Leg bitten three times,N,Whitetip,26.820553,30.802498
1970,Sea Disaster,EGYPT,Hurghada,Air disaster,M,NA,FATAL,Y,NA,26.820553,30.802498
1973,Unprovoked,EGYPT,Hurghada,NA,M,NA,Massive wound on right thigh with femur exposed,N,Tiger   ,26.820553,30.802498
1996,Unprovoked,EGYPT,South Sinai Peninsula,Free diving with a pod of dolphins,M,NA,"Bitten on back, shoulder & chest",N,Whitetip,26.820553,30.802498
1997,Unprovoked,EGYPT,Hurghada,Fishing,M,17,Seriously injured,N,NA,26.820553,30.802498
1997,Unprovoked,EGYPT,Hurghada,Fishing,M,16,FATAL,Y,Whitetip,26.820553,30.802498
2003,Unprovoked,EGYPT,Sinai Peninsula,Snorkeling,M,NA,Hand/elbow injured,N,Whitetip,26.820553,30.802498
2004,Unprovoked,EGYPT,Sinai Peninsula,Snorkeling,F,NA,Hand severed,N,Blacktip,26.820553,30.802498
2004,Sea Disaster,EGYPT,Sinai Peninsula,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,NA,NA,"No survivors, sharks scavenged on remains",Y,NA,26.820553,30.802498
2007,Unprovoked,EGYPT,Hurghada,Swimming,F,18,"Severe lacerations to lower left leg, ankle and foot",N,Whitetip,26.820553,30.802498
2008,Unprovoked,EGYPT,Hurghada,Scuba diving,F,NA,Lacerations to fingers,N,Whitetip,26.820553,30.802498
2009,Unprovoked,EGYPT,St. Johns Reef,Scuba diving,M,NA,Lacerations to left hand,N,Whitetip,26.820553,30.802498
2009,Unprovoked,EGYPT,St. Johns Reef,Scuba diving,M,NA,3 cm laceration to shoulder,N,Whitetip,26.820553,30.802498
2009,Unprovoked,EGYPT,St. Johns Reef,Snorkeling,F,50,FATAL,Y,Whitetip,26.820553,30.802498
2010,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,F,70,FATAL,Y,Whitetip,26.820553,30.802498
2010,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,M,54,Both arms severely bitten,N,Mako,26.820553,30.802498
2010,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,M,46,Lacerations to right leg,N,Mako,26.820553,30.802498
2010,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,F,70,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",N,Whitetip,26.820553,30.802498
2010,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,F,48,Foot and arm bitten,N,Whitetip,26.820553,30.802498
2010,Unprovoked,EGYPT,South Sinai Peninsula,Snorkeling,F,NA,Multiple lacerations to left leg and foot,N,NA,26.820553,30.802498
2010,Unprovoked,EGYPT,Sinai Peninsula,Swimming / treading water,M,24,Lacerations to left ankle and foot,N,Whitetip,26.820553,30.802498
2016,Unprovoked,EGYPT,Suez,Swimming,M,23,"Leg severely bitten, surgically amputated",N,Mako,26.820553,30.802498
1993,Unprovoked,EL SALVADOR,La Libertad,Surfing,NA,15,Left leg gashed,N,White,13.794185,-88.89653
1993,Unprovoked,EL SALVADOR,La Libertad,Surfing,M,17,"FATAL, arms & legs bitten, then drowned ",Y,NA,13.794185,-88.89653
1993,Boat,EL SALVADOR,La Libertad,Oyster fishing,NA,NA,FATAL x 2,Y,White,13.794185,-88.89653
1960,Provoked,UNITED KINGDOM,English Channel ,Helping angler land a shark,M,25,Arm lacerated elbow to wrist PROVOKED INCIDENT,N,NA,55.378051,-3.435973
1970,Unprovoked,UNITED KINGDOM,Devon,Attempted to return injured shark to the sea,M,NA,Leg bitten,N,Blue ,55.378051,-3.435973
1983,Unprovoked,UNITED KINGDOM,English Channel,Swimming,M,NA,Left leg bitten,N,NA,55.378051,-3.435973
2007,Provoked,UNITED KINGDOM,Kent,Fishing,M,38,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,Catshark,55.378051,-3.435973
2008,Provoked,UNITED KINGDOM,North Devon,Fishing,M,52,Wrist bitten by hooked shark PROVOKED INCIDENT,N,Blue ,55.378051,-3.435973
2015,Unprovoked,UNITED KINGDOM,Isle of Wight,Fishing,M,NA,No injury but shark lifted boat out of the water,N,NA,55.378051,-3.435973
2016,Unprovoked,UNITED KINGDOM,Suffolk,Windsurfing,M,36,"No injury, board bitten",N,NA,55.378051,-3.435973
1963,Unprovoked,MICRONESIA,Eastern Caroline Islands,Spearfishing,M,26,Upper left arm bitten,N,Tiger   ,7.425554,150.550812
1960,Unprovoked,FIJI,Vanua Levu,Fishing in shoulder-deep water,F,NA,"FATAL, legs bitten ",Y,NA,-16.578193,179.414413
1960,Unprovoked,FIJI,Viti Levu,Spearfishing,M,NA,"Right arm abraded, circular piece of tissue removed from left calf",N,NA,-16.578193,179.414413
1961,Unprovoked,FIJI,Viti Levu,Floating on back,M,NA,Right forearm bitten,N,NA,-16.578193,179.414413
1962,Boat,FIJI,Viti Levu,Fishing,NA,NA,"No injury, sharks rammed boat and bit outboard motor",N,NA,-16.578193,179.414413
1963,Unprovoked,FIJI,Lau Province,Fishing,F,21,Elbow bitten,N,NA,-16.578193,179.414413
1963,Unprovoked,FIJI,Viti Levu,Spearing fish,M,25,Ankle & foot bitten,N,NA,-16.578193,179.414413
1963,Unprovoked,FIJI,Lomaiviti  Island Group,Spearfishing,M,28,Left arm bitten,N,White,-16.578193,179.414413
1963,Unprovoked,FIJI,Viti Levu,NA,NA,NA,No details,NA,NA,-16.578193,179.414413
1964,Unprovoked,FIJI,Lau Province,Spearfishing,M,23,Buttocks bitten,N,NA,-16.578193,179.414413
1964,Unprovoked,FIJI,Viti Levu,Spearfishing,M,35,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,Tiger   ,-16.578193,179.414413
1964,Unprovoked,FIJI,Vanua Levu,Spearfishing,M,17,"FATAL, thigh and abdomen bitten ",Y,NA,-16.578193,179.414413
1964,Unprovoked,FIJI,"Lomaloma, Lau",Swimming,F,20,Deep lacerations to her right thigh,N,NA,-16.578193,179.414413
1988,Unprovoked,Fiji,Vanua Levu,Diving,M,22,Lacerations to left arm & waist,N,Tiger   ,-16.578193,179.414413
1990,Unprovoked,FIJI,Laucala Island,Swimming,M,30,Lacerations to right leg,N,NA,-16.578193,179.414413
1992,Unprovoked,FIJI,Wakaya Island,Scuba diving,M,30,Left arm lacerated,N,Hammerhead ,-16.578193,179.414413
1992,Unprovoked,FIJI,Tavenui,NA,M,33,FATAL,Y,NA,-16.578193,179.414413
1995,Unprovoked,FIJI,Yasawa Islands,Sleeping in anchored boat,M,69,"FATAL, hand & leg severely injured by shark that leapt into boat  ",Y,NA,-16.578193,179.414413
1996,Unprovoked,FIJI,Taveuni,NA,M,NA,FATAL,Y,Tiger   ,-16.578193,179.414413
1997,Unprovoked,FIJI,Taveuni,Snorkeling,F,47,"Bitten on inner thigh, leg surgically amputated",N,Tiger   ,-16.578193,179.414413
2000,Unprovoked,FIJI,Taveuni,Swimming back from anchored sailboat,M,47,"FATAL, leg severed ",Y,NA,-16.578193,179.414413
2001,Unprovoked,FIJI,Taveuni,"Spearfishing, carrying his catch",M,NA,FATAL,Y,NA,-16.578193,179.414413
2002,Unprovoked,FIJI,Cikobia Island,NA,M,15,"FATAL, lower thigh & knee severely lacerated ",Y,NA,-16.578193,179.414413
2003,Unprovoked,FIJI,Taveuni,Wading to shore from his boat,M,40,FATAL abdomen bitten,Y,NA,-16.578193,179.414413
2006,Unprovoked,FIJI,Viti Levu,Surfing,M,21,Lacerations to right hand,N,Tiger   ,-16.578193,179.414413
2008,Unprovoked,FIJI,Yasawa Islands,Night diving,M,28,FATAL,Y,NA,-16.578193,179.414413
2010,Unprovoked,FIJI,Viti Levu,Surfing,M,NA,Lacerations to  foot,N,NA,-16.578193,179.414413
2010,Unprovoked,FIJI,Vanua Levu,Scuba diving,M,19,FATAL,Y,NA,-16.578193,179.414413
2011,Unprovoked,FIJI,Viti Levu,Diving,M,27,Minor injuries to left leg and hand,N,NA,-16.578193,179.414413
2016,Unprovoked,Fiji,Vanua Levu,Diving for beche-de-mer,M,45,FATAL,Y,NA,-16.578193,179.414413
2019,Unprovoked,FIJI,Viti Levu,Diving for coins thrown from ship S.S. Moeraki,M,NA,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,NA,-16.578193,179.414413
1972,Unprovoked,FRANCE,Antibes,Swimming,NA,NA,Shoulder injured,N,White,46.227638,2.213749
1986,Unprovoked,FRANCE,Gulf of Lyons,NA,NA,NA,Survived,N,NA,46.227638,2.213749
2013,Provoked,FRANCE,Bay of Biscay,Longline fishing for sharks,M,50,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N,Mako,46.227638,2.213749
2014,Unprovoked,FRANCE,Wallis and Futuna,Scuba diving,M,NA,Lacerations to left thigh and hip,N,NA,46.227638,2.213749
1966,Provoked,FRENCH POLYNESIA,Society Islands,Fishing,M,NA,Arm lacerated by netted shark PROVOKED INCIDENT,N,NA,-17.679742,-149.406843
1968,Unprovoked,FRENCH POLYNESIA,Society Islands,Swimming,M,12,Finger severed,N,NA,-17.679742,-149.406843
1972,Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,M,27,Thigh bitten,N,Grey reef ,-17.679742,-149.406843
1995,Unprovoked,FRENCH POLYNESIA,Tuamotus,Fishing,M,NA,"Speared a shark, fell overboard and another shark severed his arm ",N,NA,-17.679742,-149.406843
2002,Unprovoked,FRENCH POLYNESIA,Society Islands,"Fishing, standing in 2' of water",M,52,Shin bruised,N,NA,-17.679742,-149.406843
2003,Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,M,NA,Leg bitten,N,NA,-17.679742,-149.406843
2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,M,26,Lacerations to face,N,NA,-17.679742,-149.406843
2011,Unprovoked,FRENCH POLYNESIA,Society Islands,Surfing,M,32,"No injury, board bitten",N,Grey reef ,-17.679742,-149.406843
