Year,Type,Country,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,latitude,longitude
2007,Unprovoked,USA,Florida,Swimming,F,NA,Right foot bitten,N,NA,27.664827,-81.515754
2007,Unprovoked,USA,South Carolina,Wading,F,NA,Lacerations to lower leg,N,NA,33.836081,-81.163725
2007,Provoked,USA,Virginia,Reviving a sedated shark,F,40,Left shin bitten by captive shark PROVOKED INCIDENT,N,Blacktip Reef  ,37.431573,-78.656894
2007,Unprovoked,USA,Florida,Surfing,F,21,Knee bitten,N,NA,27.664827,-81.515754
2007,Unprovoked,USA,Hawaii,Snorkeling,F,63,Right foot bitten,N,Tiger   ,-14.270972,-170.132217
2007,Unprovoked,USA,Florida,Swimming,M,68,Circular bite on left thigh,N,NA,27.664827,-81.515754
2007,Unprovoked,USA,Florida,Body boarding,M,12,Left foot bitten,N,Blacktip,27.664827,-81.515754
2007,Unprovoked,USA,Florida,Surfing,M,24,Lacerations to left index finger & thumb ,N,NA,27.664827,-81.515754
2007,Boat,USA,Florida,Fishing,NA,NA,"No injury to occupants, shark holed the transom-mounted livewell ",N,Bull   ,27.664827,-81.515754
2007,Unprovoked,USA,Florida,Playing on a sandbar,M,7,Lacerations & puncture wounds to right calf,N,NA,27.664827,-81.515754
2007,Unprovoked,USA,Florida,Surfing,M,27,Lacerations to right ankle ,N,NA,27.664827,-81.515754
2007,Unprovoked,USA,Florida,NA,M,9,Minor cuts to right buttock & thigh,N,NA,27.664827,-81.515754
2007,Unprovoked,USA,Florida,Surfing,M,11,Punctures & lacerations to right calf & calf,N,NA,27.664827,-81.515754
2007,Provoked,USA,Florida,Shark fishing,M,NA,Right hand bitten by hooked shark PROVOKED INCIDENT,N,NA,27.664827,-81.515754
2007,Unprovoked,USA,Florida,Surfing,M,29,Lacerations to right forearm & hand,N,NA,27.664827,-81.515754
2007,Boat,USA,Florida,Shrimping,NA,NA,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",N,NA,27.664827,-81.515754
2007,Unprovoked,USA,Hawaii,Surfing,M,24,"No injury, shark removed piece of surfboard",N,Tiger   ,-14.270972,-170.132217
2008,Unprovoked,USA,California,Kayaking,M,NA,"No injury, shark struck paddle",N,White,36.778261,-119.417932
2008,Unprovoked,USA,Florida,Fishing,M,11,Lacerations,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,44,Small puncture wounds to the heel of left foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,40,Right foot bitten,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Swimming,M,32,Lacerations to foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Hawaii,Surfing,M,40,Bitten on right thigh & calf,N,Tiger   ,-14.270972,-170.132217
2008,Unprovoked,USA,California,Surfing,M,NA,"No injury to surfer, board bitten",N,White,36.778261,-119.417932
2008,Unprovoked,USA,Florida,Surfing,M,43,Minor injury to foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,15,Minor injury to foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,52,Shark bumped right ankle,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,NA,Right hand bitten,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,19,Superfical cut to left ankle,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,26,Lacerations to lower left leg,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,"Swimming, towing surfboard",M,20,Minor injury to left foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Swimming,M,47,3 lacerations to forearm,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,US Virgin Islands,Treading water,F,38,Severe lacerations to left foot,N,Bull   ,18.335765,-64.896335
2008,Unprovoked,USA,Florida,Wading,F,13,Puncture wounds & 3-inch laceration to right calf,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Hawaii,Diving,M,NA,"No injury, shark grabbed his bag of fish",N,Tiger   ,-14.270972,-170.132217
2008,Unprovoked,USA,Hawaii,Swimming,M,NA,Minor injury,N,Grey reef ,-14.270972,-170.132217
2008,Unprovoked,USA,Florida,Surfing,M,17,Right foot bitten,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Hawaii,Snorkeling,F,44,Forearm bitten ,N,NA,-14.270972,-170.132217
2008,Unprovoked,USA,North Carolina,Wading,M,9,Minor lacerations to  toe,N,NA,35.759573,-79.0193
2008,Unprovoked,USA,North Carolina,Wading,F,8,Lacerations to dorsum of right foot ,N,NA,35.759573,-79.0193
2008,Provoked,USA,Florida,Surfing,M,15,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Wading,M,16,Lacerations to lower left leg,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,South Carolina,Surfing,M,24,Laceration to foream,N,NA,33.836081,-81.163725
2008,Unprovoked,USA,North Carolina,Swimming,F,14,Lacerations to  right foot,N,NA,35.759573,-79.0193
2008,Unprovoked,USA,South Carolina,NA,F,17,Lacerations to right foot,N,NA,33.836081,-81.163725
2008,Unprovoked,USA,Florida,Surfing,M,29,Minor laceration to foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,South Carolina,Swimming,M,37,Lacerations to hand,N,NA,33.836081,-81.163725
2008,Unprovoked,USA,California,Kayaking,F,40," No injury. Shark bumped kayak, flinging her into the  water. ",N,White,36.778261,-119.417932
2008,Unprovoked,USA,Florida,Wading,F,35,Lacerations to lower right calf,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Body surfing,M,40,Lacerations & abrasions to right hand,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,South Carolina,Body surfing,F,15,Foot bitten,N,NA,33.836081,-81.163725
2008,Unprovoked,USA,North Carolina,Surfing,M,9,Biceps & lower arm bitten,N,NA,35.759573,-79.0193
2008,Unprovoked,USA,Florida,Wading,M,6,2 inch laceration to left lower calf.,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,18,3-inch laceration to dorsal surface of left foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,24,Calf bitten,N,NA,27.664827,-81.515754
2008,Provoked,USA,Florida,Surfing,M,21,Puncture wounds to right foot                  PROVOKED INCIDENT,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,California,Swimming,M,66,FATAL,Y,White,36.778261,-119.417932
2008,Unprovoked,USA,Florida,Surfing,M,14,Cuts & punctures to right foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,30,Puncture wounds to right foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Wading,M,15,Shin bitten,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,NA,NA,Foot bitten,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Walking out of the water after surfing,M,18,Right foot & ankle bitten,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,52,Foot bitten,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Boogie Boarding,M,NA,Right foot bitten,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Walking out of the water after surfing,M,13,Three small lacerations/ punctures to right foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Wading,M,14,Two 3-inch lacerations to right ankle,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,California,Surfing,M,27,"No injury to surfer, surfboard bitten by the shark",N,White,36.778261,-119.417932
2008,Unprovoked,USA,Florida,Surfing,M,25,Lacerations to foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surf-skiing,M,NA,Lacerations to foot,N,NA,27.664827,-81.515754
2008,Unprovoked,USA,Florida,Surfing,M,20,Left foot bitten,N,NA,27.664827,-81.515754
2008,Provoked,USA,Florida,Fishing for snapper,M,NA,Minor injury to hand by hooked shark   PROVOKED INCIDENT,N,Nurse ,27.664827,-81.515754
2009,Provoked,USA,New Jersey,Diving,M,58,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,N,Sandtiger,40.058324,-74.405661
2009,Unprovoked,USA,Florida,Wading,M,10,Left foot bitten,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,California,Fishing,M,31,Puncture wounds and minor lacerations to dorsal surface of his left hand,N,Thresher ,36.778261,-119.417932
2009,Unprovoked,USA,Florida,Surfing,M,22,Foot bitten,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,Florida,Surfing,F,27,Foot bitten,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,Florida,Surfing,M,18,Foot bitten,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,California,Surfing,M,21,"No injury, board broken in half",N,NA,36.778261,-119.417932
2009,Unprovoked,USA,California,Surfing,M,NA,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",N,NA,36.778261,-119.417932
2009,Unprovoked,USA,Hawaii,Surfing,M,54,Bitten on upper right thigh & right ankle,N,NA,-14.270972,-170.132217
2009,Unprovoked,USA,California,Surfing,M,NA,Laceration to shin of left leg,N,NA,36.778261,-119.417932
2009,Unprovoked,USA,Florida,Swimming,M,NA,Laceration to right foot,N,Bull   ,27.664827,-81.515754
2009,Unprovoked,USA,California,Surfing,M,NA,No injury,N,NA,36.778261,-119.417932
2009,Unprovoked,USA,California,Swimming,F,22,Puncture wounds to left foot & calf,N,White,36.778261,-119.417932
2009,Unprovoked,USA,Florida,Swimming,M,26,Puncture marks on left foot,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,Hawaii,Surfing,M,NA,"No injury, surfboard bitten",N,Tiger   ,-14.270972,-170.132217
2009,Unprovoked,USA,Louisiana,Wade Fishing,M,56,Right ankle & foot bitten,N,Bull   ,31.244823,-92.145024
2009,Unprovoked,USA,Texas,Wading,F,14,Lacerations to anterior left lower leg,N,NA,31.968599,-99.901813
2009,Unprovoked,USA,North Carolina,Swimming,F,26,Laceration to left foot,N,NA,35.759573,-79.0193
2009,Unprovoked,USA,Florida,Swimming,F,19,Laceration to lower right leg,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,California,Paddle-surfing,M,NA,"No injury, shark collided with surfer & board",N,NA,36.778261,-119.417932
2009,Unprovoked,USA,Florida,Boogie Boarding,F,12,Right ankle bitten,N,NA,27.664827,-81.515754
2009,Provoked,USA,Florida,Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,Nurse ,27.664827,-81.515754
2009,Provoked,USA,Florida,Swimming,M,NA,Right foot bitten,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,Florida,Surfing,M,31,Lacerations to left leg & foot,N,Blacktip,27.664827,-81.515754
2009,Unprovoked,USA,Florida,Surfing,M,49,Lacerations to right foot,N,Blacktip,27.664827,-81.515754
2009,Unprovoked,USA,Florida,Surfing,M,55,Lacerations to right hand,N,Blacktip,27.664827,-81.515754
2009,Unprovoked,USA,Florida,NA,F,NA,Multiple lacerations to right foot & ankle,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,California,Surfing,M,NA,No injury,N,NA,36.778261,-119.417932
2009,Unprovoked,USA,Florida,Surfing,M,20,3 puncture wounds to posterior right ankle,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,Florida,Surfing,M,52,Left foot bitten,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,Florida,Surfing,M,31,Laceration to forearm,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,California,Spearfishing,M,NA,Shark struck him but the diver was not injured,N,White,36.778261,-119.417932
2009,Unprovoked,USA,Florida,Wading,M,15,Lacerations to right foot and ankle,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,Florida,Surfing,F,17,Minor bite to ankle,N,NA,27.664827,-81.515754
2009,Unprovoked,USA,Hawaii,Swimming,M,61,"Minor injury, bite chest and left calf",N,Cookie cutter,-14.270972,-170.132217
2009,Sea Disaster,USA,Puerto Rico,Air Disaster,M,NA,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,Y,NA,18.220833,-66.590149
2009,Unprovoked,USA,South Carolina,Swimming,M,NA,Minor injury,N,NA,33.836081,-81.163725
2009,Unprovoked,USA,Florida,Shark tagging,F,21,Severe abrasion to forearm from captive shark PROVOKED INICIDENT,N,Blacktip,27.664827,-81.515754
2010,Unprovoked,USA,Hawaii,Body boarding,M,16,"Lacerations to his lower left leg, calf, foot & ankle",N,NA,-14.270972,-170.132217
2010,Unprovoked,USA,Hawaii,Surfing,M,46,Lacerations to right foot,N,NA,-14.270972,-170.132217
2010,Unprovoked,USA,Oregon,Surfing,M,NA,No injury to surfer,N,NA,43.804133,-120.554201
2010,Unprovoked,USA,Maine,Scuba diving,M,30,"No injury to diver, shark bit his video camera",N,Porbeagle  ,45.253783,-69.445469
2010,Unprovoked,USA,California,Body boarding,M,19,FATAL,Y,White,36.778261,-119.417932
2010,Unprovoked,USA,Oregon,Surfing,M,29,"No injury, surfboard rammed",N,White,43.804133,-120.554201
2010,Unprovoked,USA,Virginia,Surfing,M,18,Bite to left ankle and knee,N,NA,37.431573,-78.656894
2010,Unprovoked,USA,Florida,Swimming,M,27,Lacerations to left wrist,N,NA,27.664827,-81.515754
2010,Unprovoked,USA,Florida,Surfing,M,NA,"No injury, shark charged surfboard",N,NA,27.664827,-81.515754
2010,Unprovoked,USA,Florida,Surfing,M,24,Lacerations to right  hand ,N,NA,27.664827,-81.515754
2010,Unprovoked,USA,Florida,Surfing,M,24,Left thigh bitten,N,NA,27.664827,-81.515754
2010,Unprovoked,USA,Florida,Boogie Boarding,M,10,Minor injuries to foot,N,NA,27.664827,-81.515754
2010,Unprovoked,USA,California,Kayak Fishing,M,45,"No injury, kayak bitten",N,White,36.778261,-119.417932
2010,Unprovoked,USA,North Carolina,Surfing,M,25,Left foot bitten,N,NA,35.759573,-79.0193
2010,Unprovoked,USA,California,Kayaking,M,NA,"No injury, kayak bitten",N,White,36.778261,-119.417932
2010,Unprovoked,USA,Florida,Standing,F,37,Lacerations to forearm,N,NA,27.664827,-81.515754
2010,Unprovoked,USA,South Carolina,Standing,M,16,Lacerations to right lower leg,N,NA,33.836081,-81.163725
2010,Unprovoked,USA,Florida,Surfing,M,20,Left foot bitten,N,NA,27.664827,-81.515754
2010,Unprovoked,USA,South Carolina,Swimming,M,10,Minor lacerations to left calf,N,Blacktip,33.836081,-81.163725
2010,Unprovoked,USA,North Carolina,Swimming,F,13,Lacerations to right forearm,N,Sandtiger,35.759573,-79.0193
2010,Unprovoked,USA,Florida,Surfing,M,55,Minor lacerations to right foot,N,Blacktip,27.664827,-81.515754
2010,Unprovoked,USA,Texas,Fishing,M,NA,Leg bitten,N,NA,31.968599,-99.901813
2010,Provoked,USA,Florida,Fishing,M,NA,Small laceration to forearm from netted shark  PROVOKED INCIDENT,N,Nurse ,27.664827,-81.515754
2010,Provoked,USA,New York,Fishing,M,20,Laceration to right bicep by hooked shark PROVOKED INCIDENT,N,Blue ,43.299428,-74.217933
2010,Unprovoked,USA,California,Surfing,M,19,Laceration to left foot,N,NA,36.778261,-119.417932
2010,Unprovoked,USA,California,Stand-Up Paddleboarding,M,48,"No injury, board bumped by shark",N,NA,36.778261,-119.417932
2010,Unprovoked,USA,Texas,Surfing,M,20,Lacerations to right foot,N,Bull   ,31.968599,-99.901813
